#,,,,,"generated_by='OpenQuake engine 3.11.0', start_date='2021-07-15T04:45:18', checksum=2366342461, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.01,PGA-0.004,PGA-0.002,PGA-0.00099
167.40000,-45.10000,2.614366E-01,3.643406E-01,4.578840E-01,5.727711E-01
167.40000,-45.00000,2.627254E-01,3.679707E-01,4.636138E-01,5.785952E-01
167.40000,-44.90000,2.657558E-01,3.834541E-01,4.987736E-01,6.324359E-01
167.40000,-44.80000,2.674280E-01,4.177961E-01,5.972785E-01,8.522115E-01
167.40000,-44.70000,2.539134E-01,3.784775E-01,5.062844E-01,6.550695E-01
167.40000,-44.60000,2.374032E-01,3.467203E-01,4.519170E-01,5.850729E-01
167.50000,-47.40000,4.363816E-02,6.570816E-02,8.815348E-02,1.158740E-01
167.50000,-47.30000,4.967353E-02,7.559932E-02,1.021409E-01,1.371758E-01
167.50000,-47.20000,5.620586E-02,8.562700E-02,1.152344E-01,1.534897E-01
167.50000,-47.10000,6.247108E-02,9.493434E-02,1.275375E-01,1.681169E-01
167.50000,-47.00000,6.894007E-02,1.042896E-01,1.402268E-01,1.837999E-01
167.50000,-46.90000,7.569497E-02,1.139920E-01,1.522521E-01,2.002457E-01
167.50000,-46.80000,8.264853E-02,1.237506E-01,1.642342E-01,2.164872E-01
167.50000,-46.70000,8.952396E-02,1.331617E-01,1.754561E-01,2.293648E-01
167.50000,-46.60000,9.580212E-02,1.417396E-01,1.857372E-01,2.408384E-01
167.50000,-46.40000,1.083796E-01,1.569375E-01,2.040454E-01,2.604213E-01
167.50000,-46.30000,1.153963E-01,1.653617E-01,2.141927E-01,2.713347E-01
167.50000,-46.20000,1.237166E-01,1.758136E-01,2.263829E-01,2.865742E-01
167.50000,-46.10000,1.337723E-01,1.891360E-01,2.427601E-01,3.092551E-01
167.50000,-46.00000,1.450410E-01,2.049644E-01,2.629179E-01,3.372898E-01
167.50000,-45.90000,1.572296E-01,2.220630E-01,2.850097E-01,3.663069E-01
167.50000,-45.80000,1.703046E-01,2.390785E-01,3.053727E-01,3.896855E-01
167.50000,-45.70000,1.841241E-01,2.569290E-01,3.273072E-01,4.147383E-01
167.50000,-45.60000,1.981487E-01,2.744248E-01,3.481375E-01,4.368896E-01
167.50000,-45.50000,2.118271E-01,2.907097E-01,3.659998E-01,4.560711E-01
167.50000,-45.40000,2.243340E-01,3.071245E-01,3.842020E-01,4.773141E-01
167.50000,-45.30000,2.349458E-01,3.226748E-01,4.020641E-01,4.998411E-01
167.50000,-45.20000,2.432042E-01,3.352514E-01,4.165640E-01,5.184871E-01
167.50000,-45.10000,2.481057E-01,3.423858E-01,4.241422E-01,5.270546E-01
167.50000,-45.00000,2.503172E-01,3.464368E-01,4.289344E-01,5.325592E-01
167.50000,-44.90000,2.539591E-01,3.574614E-01,4.498323E-01,5.615400E-01
167.50000,-44.80000,2.625286E-01,3.985673E-01,5.467007E-01,7.300515E-01
167.50000,-44.70000,2.591215E-01,4.097619E-01,5.833181E-01,8.130400E-01
167.50000,-44.60000,2.420512E-01,3.623460E-01,4.884557E-01,6.552038E-01
167.50000,-44.50000,2.250928E-01,3.279784E-01,4.325536E-01,5.754262E-01
167.60000,-47.40000,4.172564E-02,6.274824E-02,8.404636E-02,1.109602E-01
167.60000,-47.30000,4.714986E-02,7.159951E-02,9.687904E-02,1.301230E-01
167.60000,-47.20000,5.294612E-02,8.040576E-02,1.083826E-01,1.450544E-01
167.60000,-47.10000,5.879675E-02,8.902290E-02,1.190898E-01,1.576099E-01
167.60000,-47.00000,6.464652E-02,9.747830E-02,1.306392E-01,1.717200E-01
167.60000,-46.90000,7.084074E-02,1.064594E-01,1.426081E-01,1.870749E-01
167.60000,-46.80000,7.730352E-02,1.156394E-01,1.539516E-01,2.024210E-01
167.60000,-46.70000,8.385530E-02,1.245896E-01,1.647415E-01,2.166431E-01
167.60000,-46.60000,9.029563E-02,1.331684E-01,1.747450E-01,2.278170E-01
167.60000,-46.50000,9.631848E-02,1.410518E-01,1.837666E-01,2.374753E-01
167.60000,-46.40000,1.025062E-01,1.484426E-01,1.924324E-01,2.464694E-01
167.60000,-46.30000,1.093443E-01,1.566948E-01,2.022882E-01,2.569935E-01
167.60000,-46.20000,1.172477E-01,1.665203E-01,2.144839E-01,2.706842E-01
167.60000,-46.10000,1.266600E-01,1.786102E-01,2.288669E-01,2.891811E-01
167.60000,-46.00000,1.378698E-01,1.931061E-01,2.463634E-01,3.125015E-01
167.60000,-45.90000,1.495294E-01,2.097885E-01,2.669883E-01,3.401494E-01
167.60000,-45.80000,1.621599E-01,2.273911E-01,2.897745E-01,3.695921E-01
167.60000,-45.70000,1.751513E-01,2.445289E-01,3.111220E-01,3.950696E-01
167.60000,-45.60000,1.882222E-01,2.609215E-01,3.308274E-01,4.162246E-01
167.60000,-45.50000,2.011864E-01,2.766719E-01,3.492261E-01,4.361709E-01
167.60000,-45.40000,2.138639E-01,2.920892E-01,3.665837E-01,4.554596E-01
167.60000,-45.30000,2.241056E-01,3.057168E-01,3.814805E-01,4.722978E-01
167.60000,-45.20000,2.318405E-01,3.165852E-01,3.931146E-01,4.856757E-01
167.60000,-45.10000,2.371530E-01,3.241611E-01,4.004822E-01,4.932354E-01
167.60000,-45.00000,2.409697E-01,3.311225E-01,4.078245E-01,5.019093E-01
167.60000,-44.90000,2.449684E-01,3.419465E-01,4.239666E-01,5.273015E-01
167.60000,-44.80000,2.526440E-01,3.688141E-01,4.824194E-01,6.156492E-01
167.60000,-44.70000,2.584523E-01,4.212660E-01,6.271413E-01,9.079755E-01
167.60000,-44.60000,2.459735E-01,3.802590E-01,5.309328E-01,7.216318E-01
167.60000,-44.50000,2.290358E-01,3.392198E-01,4.510620E-01,6.030818E-01
167.70000,-47.40000,4.000310E-02,6.022268E-02,8.087944E-02,1.077460E-01
167.70000,-47.30000,4.492889E-02,6.822960E-02,9.260430E-02,1.248190E-01
167.70000,-47.20000,5.010550E-02,7.597704E-02,1.026414E-01,1.380931E-01
167.70000,-47.10000,5.546917E-02,8.352385E-02,1.118487E-01,1.486600E-01
167.70000,-47.00000,6.082055E-02,9.138086E-02,1.219428E-01,1.608449E-01
167.70000,-46.90000,6.646775E-02,9.958187E-02,1.332043E-01,1.748467E-01
167.70000,-46.80000,7.244042E-02,1.081434E-01,1.443133E-01,1.892444E-01
167.70000,-46.70000,7.859205E-02,1.166522E-01,1.546591E-01,2.029133E-01
167.70000,-46.60000,8.485058E-02,1.248760E-01,1.643265E-01,2.152392E-01
167.70000,-46.50000,9.096287E-02,1.326995E-01,1.730897E-01,2.247652E-01
167.70000,-46.40000,9.703005E-02,1.405267E-01,1.817566E-01,2.338021E-01
167.70000,-46.30000,1.035954E-01,1.484732E-01,1.911344E-01,2.437217E-01
167.70000,-46.20000,1.110471E-01,1.576585E-01,2.022850E-01,2.559503E-01
167.70000,-46.10000,1.198047E-01,1.686930E-01,2.161153E-01,2.716479E-01
167.70000,-46.00000,1.302423E-01,1.820348E-01,2.317988E-01,2.915658E-01
167.70000,-45.90000,1.421817E-01,1.982037E-01,2.513538E-01,3.173817E-01
167.70000,-45.80000,1.543756E-01,2.164065E-01,2.738896E-01,3.470204E-01
167.70000,-45.70000,1.664157E-01,2.320438E-01,2.935791E-01,3.703467E-01
167.70000,-45.60000,1.786340E-01,2.475647E-01,3.126544E-01,3.919973E-01
167.70000,-45.50000,1.905991E-01,2.621156E-01,3.300684E-01,4.101411E-01
167.70000,-45.40000,2.023446E-01,2.767960E-01,3.479598E-01,4.317520E-01
167.70000,-45.30000,2.131162E-01,2.901042E-01,3.634120E-01,4.505533E-01
167.70000,-45.20000,2.215315E-01,3.009801E-01,3.750457E-01,4.627750E-01
167.70000,-45.10000,2.275428E-01,3.092968E-01,3.831367E-01,4.702439E-01
167.70000,-45.00000,2.320879E-01,3.166952E-01,3.907381E-01,4.784258E-01
167.70000,-44.90000,2.362878E-01,3.264276E-01,4.032086E-01,4.963589E-01
167.70000,-44.80000,2.420556E-01,3.449281E-01,4.357153E-01,5.483465E-01
167.70000,-44.70000,2.508517E-01,3.875059E-01,5.400531E-01,7.254903E-01
167.70000,-44.60000,2.486416E-01,4.043906E-01,5.944713E-01,8.514941E-01
167.70000,-44.50000,2.328054E-01,3.533432E-01,4.800591E-01,6.466443E-01
167.70000,-44.40000,2.168688E-01,3.194826E-01,4.247351E-01,5.683946E-01
167.80000,-47.40000,3.842750E-02,5.799225E-02,7.840842E-02,1.059101E-01
167.80000,-47.30000,4.295181E-02,6.533420E-02,8.907036E-02,1.208228E-01
167.80000,-47.20000,4.761602E-02,7.219554E-02,9.780146E-02,1.318362E-01
167.80000,-47.10000,5.239981E-02,7.879212E-02,1.057245E-01,1.412239E-01
167.80000,-47.00000,5.743001E-02,8.583858E-02,1.143718E-01,1.513499E-01
167.80000,-46.90000,6.255338E-02,9.338000E-02,1.243764E-01,1.637304E-01
167.80000,-46.80000,6.804538E-02,1.012865E-01,1.351102E-01,1.770735E-01
167.80000,-46.70000,7.379970E-02,1.093440E-01,1.452595E-01,1.901490E-01
167.80000,-46.60000,7.969952E-02,1.172018E-01,1.545685E-01,2.020209E-01
167.80000,-46.50000,8.578458E-02,1.248667E-01,1.633084E-01,2.126960E-01
167.80000,-46.40000,9.188668E-02,1.326133E-01,1.718117E-01,2.220250E-01
167.80000,-46.30000,9.815574E-02,1.406883E-01,1.806907E-01,2.312906E-01
167.80000,-46.20000,1.051602E-01,1.492905E-01,1.909291E-01,2.423018E-01
167.80000,-46.10000,1.132973E-01,1.594858E-01,2.034399E-01,2.561525E-01
167.80000,-46.00000,1.230106E-01,1.719476E-01,2.191204E-01,2.741961E-01
167.80000,-45.90000,1.347557E-01,1.879716E-01,2.389338E-01,3.008215E-01
167.80000,-45.80000,1.471599E-01,2.076173E-01,2.666590E-01,3.427733E-01
167.80000,-45.70000,1.586040E-01,2.226435E-01,2.827789E-01,3.583595E-01
167.80000,-45.60000,1.697089E-01,2.360480E-01,2.982329E-01,3.755401E-01
167.80000,-45.50000,1.801669E-01,2.478797E-01,3.107339E-01,3.854315E-01
167.80000,-45.40000,1.910340E-01,2.612581E-01,3.272671E-01,4.033147E-01
167.80000,-45.30000,2.013549E-01,2.742774E-01,3.436081E-01,4.226257E-01
