#,,,,,"generated_by='OpenQuake engine 3.11.0', start_date='2021-07-15T04:45:18', checksum=2366342461, kind='mean', investigation_time=1.0"
lon,lat,PGA-0.01,PGA-0.004,PGA-0.002,PGA-0.00099
170.00000,-46.20000,3.833305E-02,6.463358E-02,9.641795E-02,1.446965E-01
170.00000,-46.10000,4.033525E-02,6.720900E-02,9.859467E-02,1.437035E-01
170.00000,-46.00000,4.226108E-02,6.971587E-02,1.008660E-01,1.438638E-01
170.00000,-45.90000,4.417402E-02,7.231230E-02,1.035334E-01,1.454964E-01
170.00000,-45.80000,4.615315E-02,7.519168E-02,1.070594E-01,1.493085E-01
170.00000,-45.70000,4.830829E-02,7.854412E-02,1.118816E-01,1.562982E-01
170.00000,-45.60000,5.080356E-02,8.276948E-02,1.188233E-01,1.685408E-01
170.00000,-45.50000,5.384349E-02,8.852004E-02,1.293733E-01,1.891869E-01
170.00000,-45.40000,5.753869E-02,9.615707E-02,1.430802E-01,2.137058E-01
170.00000,-45.30000,6.186151E-02,1.044264E-01,1.546369E-01,2.252679E-01
170.00000,-45.20000,6.666297E-02,1.135680E-01,1.699308E-01,2.514246E-01
170.00000,-45.10000,7.169668E-02,1.213031E-01,1.791028E-01,2.618593E-01
170.00000,-45.00000,7.689925E-02,1.277301E-01,1.826870E-01,2.573501E-01
170.00000,-44.90000,8.246686E-02,1.352983E-01,1.908941E-01,2.661084E-01
170.00000,-44.80000,8.817131E-02,1.417180E-01,1.936929E-01,2.570357E-01
170.00000,-44.70000,9.322185E-02,1.484317E-01,2.018421E-01,2.642756E-01
170.00000,-44.60000,9.787498E-02,1.557851E-01,2.138677E-01,2.829534E-01
170.00000,-44.50000,1.017324E-01,1.618308E-01,2.227969E-01,2.993997E-01
170.00000,-44.40000,1.044609E-01,1.651203E-01,2.260148E-01,3.027740E-01
170.00000,-44.30000,1.061768E-01,1.669036E-01,2.274715E-01,3.050271E-01
170.00000,-44.20000,1.076852E-01,1.697384E-01,2.316350E-01,3.111112E-01
170.00000,-44.10000,1.091493E-01,1.737478E-01,2.386278E-01,3.227080E-01
170.00000,-44.00000,1.106671E-01,1.787652E-01,2.478588E-01,3.390184E-01
170.00000,-43.90000,1.119572E-01,1.821863E-01,2.499429E-01,3.343989E-01
170.00000,-43.80000,1.128406E-01,1.862971E-01,2.546661E-01,3.382624E-01
170.00000,-43.70000,1.135044E-01,1.966505E-01,2.790491E-01,3.777696E-01
170.00000,-43.60000,1.137127E-01,2.194809E-01,3.597428E-01,5.370494E-01
170.00000,-43.50000,1.110723E-01,2.323072E-01,4.684086E-01,7.710764E-01
170.00000,-43.40000,1.060555E-01,2.059945E-01,3.405222E-01,4.998672E-01
170.00000,-43.30000,9.913079E-02,1.776767E-01,2.618560E-01,3.644829E-01
170.00000,-43.20000,9.160832E-02,1.567118E-01,2.241355E-01,2.995984E-01
170.00000,-43.10000,8.390222E-02,1.406821E-01,1.950859E-01,2.584017E-01
170.10000,-46.40000,3.227947E-02,5.528655E-02,8.569543E-02,1.355526E-01
170.10000,-46.30000,3.451187E-02,5.919648E-02,9.042298E-02,1.395953E-01
170.10000,-46.20000,3.670410E-02,6.262721E-02,9.433028E-02,1.433807E-01
170.10000,-46.10000,3.884836E-02,6.577802E-02,9.802371E-02,1.464312E-01
170.10000,-46.00000,4.089954E-02,6.874690E-02,1.013060E-01,1.478266E-01
170.10000,-45.90000,4.290453E-02,7.161064E-02,1.042826E-01,1.489269E-01
170.10000,-45.80000,4.493222E-02,7.452435E-02,1.074365E-01,1.510865E-01
170.10000,-45.70000,4.710471E-02,7.780549E-02,1.117836E-01,1.566961E-01
170.10000,-45.60000,4.961713E-02,8.200799E-02,1.186258E-01,1.691091E-01
170.10000,-45.50000,5.263507E-02,8.750406E-02,1.281151E-01,1.888575E-01
170.10000,-45.40000,5.625184E-02,9.442525E-02,1.393479E-01,2.060870E-01
170.10000,-45.30000,6.045669E-02,1.026814E-01,1.520523E-01,2.222072E-01
170.10000,-45.20000,6.507965E-02,1.117006E-01,1.674975E-01,2.480997E-01
170.10000,-45.10000,6.993181E-02,1.196182E-01,1.787162E-01,2.666290E-01
170.10000,-45.00000,7.505345E-02,1.267625E-01,1.833299E-01,2.591262E-01
170.10000,-44.90000,8.002012E-02,1.316546E-01,1.829448E-01,2.475550E-01
170.10000,-44.80000,8.492305E-02,1.370392E-01,1.859245E-01,2.460685E-01
170.10000,-44.70000,8.966754E-02,1.430710E-01,1.940206E-01,2.558031E-01
170.10000,-44.60000,9.378379E-02,1.494753E-01,2.046919E-01,2.738275E-01
170.10000,-44.50000,9.726873E-02,1.541897E-01,2.104218E-01,2.768632E-01
170.10000,-44.40000,9.987681E-02,1.573389E-01,2.138579E-01,2.795253E-01
170.10000,-44.30000,1.018384E-01,1.600678E-01,2.174499E-01,2.848672E-01
170.10000,-44.20000,1.037235E-01,1.641788E-01,2.244207E-01,2.989177E-01
170.10000,-44.10000,1.055972E-01,1.690999E-01,2.342380E-01,3.207739E-01
170.10000,-44.00000,1.076057E-01,1.738333E-01,2.424688E-01,3.354579E-01
170.10000,-43.90000,1.098627E-01,1.777516E-01,2.434236E-01,3.236806E-01
170.10000,-43.80000,1.119474E-01,1.820464E-01,2.469681E-01,3.236157E-01
170.10000,-43.70000,1.139789E-01,1.913322E-01,2.645659E-01,3.536085E-01
170.10000,-43.60000,1.159534E-01,2.100399E-01,3.138155E-01,4.350830E-01
170.10000,-43.50000,1.158973E-01,2.380133E-01,4.531210E-01,7.278668E-01
170.10000,-43.40000,1.126733E-01,2.252203E-01,3.947737E-01,6.052021E-01
170.10000,-43.30000,1.068486E-01,1.959136E-01,2.963306E-01,4.152376E-01
170.10000,-43.20000,9.941034E-02,1.711712E-01,2.444351E-01,3.341205E-01
170.10000,-43.10000,9.163833E-02,1.526663E-01,2.144454E-01,2.814021E-01
170.10000,-43.00000,8.361082E-02,1.375639E-01,1.874841E-01,2.473311E-01
170.20000,-46.30000,3.273945E-02,5.616074E-02,8.606935E-02,1.333483E-01
170.20000,-46.20000,3.500838E-02,6.029568E-02,9.172330E-02,1.408572E-01
170.20000,-46.10000,3.726333E-02,6.408613E-02,9.689459E-02,1.478856E-01
170.20000,-46.00000,3.945325E-02,6.753255E-02,1.013230E-01,1.520347E-01
170.20000,-45.90000,4.155774E-02,7.065330E-02,1.046762E-01,1.526021E-01
170.20000,-45.80000,4.364166E-02,7.360270E-02,1.074588E-01,1.527304E-01
170.20000,-45.70000,4.584268E-02,7.684521E-02,1.113830E-01,1.569959E-01
170.20000,-45.60000,4.834682E-02,8.085416E-02,1.175415E-01,1.682887E-01
170.20000,-45.50000,5.130702E-02,8.590924E-02,1.252322E-01,1.827432E-01
170.20000,-45.40000,5.481413E-02,9.222230E-02,1.349952E-01,1.977633E-01
170.20000,-45.30000,5.883494E-02,9.990972E-02,1.474396E-01,2.165754E-01
170.20000,-45.20000,6.324990E-02,1.086729E-01,1.619113E-01,2.382072E-01
170.20000,-45.10000,6.787036E-02,1.168350E-01,1.749483E-01,2.611973E-01
170.20000,-45.00000,7.258540E-02,1.229395E-01,1.767220E-01,2.466895E-01
170.20000,-44.90000,7.699201E-02,1.267255E-01,1.751325E-01,2.354271E-01
170.20000,-44.80000,8.125105E-02,1.315094E-01,1.791395E-01,2.382597E-01
170.20000,-44.70000,8.546410E-02,1.376073E-01,1.879384E-01,2.517729E-01
170.20000,-44.60000,8.949389E-02,1.432622E-01,1.968755E-01,2.662946E-01
170.20000,-44.50000,9.273561E-02,1.471666E-01,1.996971E-01,2.626336E-01
170.20000,-44.40000,9.526625E-02,1.497621E-01,2.012518E-01,2.612471E-01
170.20000,-44.30000,9.751078E-02,1.530706E-01,2.059360E-01,2.666708E-01
170.20000,-44.20000,9.980400E-02,1.577509E-01,2.146390E-01,2.798463E-01
170.20000,-44.10000,1.022325E-01,1.631720E-01,2.245044E-01,3.016043E-01
170.20000,-44.00000,1.049979E-01,1.685634E-01,2.329692E-01,3.167136E-01
170.20000,-43.90000,1.083172E-01,1.744445E-01,2.390546E-01,3.181913E-01
170.20000,-43.80000,1.116606E-01,1.796471E-01,2.426651E-01,3.158637E-01
170.20000,-43.70000,1.150811E-01,1.885270E-01,2.562807E-01,3.394804E-01
170.20000,-43.60000,1.183421E-01,2.032089E-01,2.864745E-01,3.856242E-01
170.20000,-43.50000,1.207973E-01,2.299635E-01,3.716003E-01,5.511908E-01
170.20000,-43.40000,1.196004E-01,2.458057E-01,4.736350E-01,7.680155E-01
170.20000,-43.30000,1.152207E-01,2.168594E-01,3.447499E-01,4.977897E-01
170.20000,-43.20000,1.081533E-01,1.883356E-01,2.704272E-01,3.699062E-01
170.20000,-43.10000,9.998558E-02,1.665586E-01,2.328163E-01,3.091742E-01
170.20000,-43.00000,9.168211E-02,1.494019E-01,2.053947E-01,2.678751E-01
170.30000,-46.30000,3.088396E-02,5.270983E-02,8.044658E-02,1.239048E-01
170.30000,-46.20000,3.321049E-02,5.739429E-02,8.805599E-02,1.366458E-01
170.30000,-46.10000,3.552938E-02,6.185607E-02,9.471825E-02,1.464757E-01
170.30000,-46.00000,3.783546E-02,6.578258E-02,1.001287E-01,1.535266E-01
170.30000,-45.90000,4.004614E-02,6.917764E-02,1.040666E-01,1.551094E-01
170.30000,-45.80000,4.219614E-02,7.221026E-02,1.066897E-01,1.534701E-01
170.30000,-45.70000,4.443117E-02,7.537223E-02,1.099001E-01,1.554289E-01
170.30000,-45.60000,4.691576E-02,7.912172E-02,1.149035E-01,1.630432E-01
170.30000,-45.50000,4.979360E-02,8.381326E-02,1.216822E-01,1.750102E-01
170.30000,-45.40000,5.317670E-02,8.974136E-02,1.305322E-01,1.893193E-01
170.30000,-45.30000,5.702855E-02,9.673429E-02,1.418812E-01,2.068463E-01
170.30000,-45.20000,6.112967E-02,1.045567E-01,1.540174E-01,2.236351E-01
170.30000,-45.10000,6.542718E-02,1.120713E-01,1.638666E-01,2.335007E-01
170.30000,-45.00000,6.958678E-02,1.170046E-01,1.656969E-01,2.276372E-01
170.30000,-44.90000,7.344568E-02,1.208271E-01,1.673866E-01,2.260135E-01
170.30000,-44.80000,7.717954E-02,1.255701E-01,1.731810E-01,2.338114E-01
170.30000,-44.70000,8.084914E-02,1.311526E-01,1.829428E-01,2.536497E-01
170.30000,-44.60000,8.450819E-02,1.361466E-01,1.883111E-01,2.586173E-01
170.30000,-44.50000,8.807634E-02,1.403192E-01,1.903244E-01,2.527815E-01
170.30000,-44.40000,9.075026E-02,1.429654E-01,1.910571E-01,2.489747E-01
170.30000,-44.30000,9.324864E-02,1.466111E-01,1.959922E-01,2.541682E-01
170.30000,-44.20000,9.603839E-02,1.516800E-01,2.044775E-01,2.649013E-01
170.30000,-44.10000,9.917833E-02,1.576408E-01,2.151229E-01,2.810879E-01
170.30000,-44.00000,1.028360E-01,1.643306E-01,2.256633E-01,3.027134E-01
170.30000,-43.90000,1.071376E-01,1.714796E-01,2.347597E-01,3.132228E-01
170.30000,-43.80000,1.117956E-01,1.786402E-01,2.412354E-01,3.146964E-01
170.30000,-43.70000,1.166637E-01,1.877649E-01,2.524194E-01,3.301223E-01
170.30000,-43.60000,1.213106E-01,2.010020E-01,2.746892E-01,3.635600E-01
170.30000,-43.50000,1.253438E-01,2.223301E-01,3.284012E-01,4.500153E-01
170.30000,-43.40000,1.265499E-01,2.550369E-01,4.710180E-01,7.532310E-01
170.30000,-43.30000,1.237755E-01,2.393653E-01,3.996113E-01,6.011679E-01
170.30000,-43.20000,1.175200E-01,2.083646E-01,3.055920E-01,4.197968E-01
170.30000,-43.10000,1.090691E-01,1.824475E-01,2.541363E-01,3.427831E-01
170.30000,-43.00000,1.000469E-01,1.624503E-01,2.238460E-01,2.913903E-01
170.30000,-42.90000,9.120217E-02,1.459778E-01,1.972541E-01,2.562468E-01
170.40000,-46.20000,3.129182E-02,5.384654E-02,8.263341E-02,1.280546E-01
170.40000,-46.10000,3.365578E-02,5.881011E-02,9.091445E-02,1.419005E-01
170.40000,-46.00000,3.598690E-02,6.325960E-02,9.738571E-02,1.510818E-01
170.40000,-45.90000,3.830031E-02,6.696461E-02,1.018410E-01,1.537454E-01
170.40000,-45.80000,4.053161E-02,7.012445E-02,1.044349E-01,1.513387E-01
170.40000,-45.70000,4.280085E-02,7.321041E-02,1.070841E-01,1.517165E-01
170.40000,-45.60000,4.526596E-02,7.678086E-02,1.112691E-01,1.566873E-01
170.40000,-45.50000,4.807276E-02,8.125436E-02,1.174761E-01,1.662555E-01
170.40000,-45.40000,5.130488E-02,8.685321E-02,1.258440E-01,1.806443E-01
170.40000,-45.30000,5.492695E-02,9.311616E-02,1.356220E-01,1.956485E-01
170.40000,-45.20000,5.873516E-02,9.984801E-02,1.457114E-01,2.090010E-01
170.40000,-45.10000,6.257221E-02,1.059065E-01,1.521245E-01,2.119473E-01
170.40000,-45.00000,6.619358E-02,1.103400E-01,1.552961E-01,2.118106E-01
170.40000,-44.90000,6.955964E-02,1.143101E-01,1.593887E-01,2.173202E-01
170.40000,-44.80000,7.283414E-02,1.188529E-01,1.660082E-01,2.286143E-01
170.40000,-44.70000,7.608882E-02,1.237292E-01,1.737287E-01,2.427618E-01
170.40000,-44.60000,7.937156E-02,1.278620E-01,1.764056E-01,2.396842E-01
170.40000,-44.50000,8.271579E-02,1.321120E-01,1.791873E-01,2.384145E-01
170.40000,-44.40000,8.592144E-02,1.362520E-01,1.827099E-01,2.405938E-01
170.40000,-44.30000,8.914173E-02,1.409911E-01,1.887670E-01,2.473213E-01
170.40000,-44.20000,9.252843E-02,1.470571E-01,1.985855E-01,2.594155E-01
170.40000,-44.10000,9.643988E-02,1.537356E-01,2.092044E-01,2.719562E-01
170.40000,-44.00000,1.010605E-01,1.615850E-01,2.215310E-01,2.931464E-01
170.40000,-43.90000,1.063283E-01,1.696955E-01,2.321420E-01,3.099756E-01
170.40000,-43.80000,1.122286E-01,1.788112E-01,2.425949E-01,3.205804E-01
170.40000,-43.70000,1.185284E-01,1.886734E-01,2.521847E-01,3.284698E-01
170.40000,-43.60000,1.243896E-01,2.006167E-01,2.687396E-01,3.517378E-01
170.40000,-43.50000,1.293374E-01,2.173945E-01,3.013283E-01,3.997167E-01
170.40000,-43.40000,1.329770E-01,2.463161E-01,3.870574E-01,5.664006E-01
170.40000,-43.30000,1.320327E-01,2.632306E-01,4.803531E-01,7.637381E-01
170.40000,-43.20000,1.270982E-01,2.297630E-01,3.514060E-01,4.993660E-01
170.40000,-43.10000,1.188447E-01,2.005694E-01,2.805164E-01,3.767827E-01
170.40000,-43.00000,1.092068E-01,1.771538E-01,2.421638E-01,3.190255E-01
170.40000,-42.90000,9.944662E-02,1.583475E-01,2.157652E-01,2.769303E-01
170.50000,-46.10000,3.162485E-02,5.488085E-02,8.480103E-02,1.319239E-01
170.50000,-46.00000,3.397702E-02,5.976348E-02,9.271967E-02,1.453144E-01
170.50000,-45.90000,3.628842E-02,6.385592E-02,9.763075E-02,1.470516E-01
170.50000,-45.80000,3.860538E-02,6.721256E-02,1.005049E-01,1.459954E-01
170.50000,-45.70000,4.091469E-02,7.033575E-02,1.031284E-01,1.464905E-01
170.50000,-45.60000,4.336961E-02,7.384285E-02,1.069551E-01,1.503165E-01
170.50000,-45.50000,4.610471E-02,7.813769E-02,1.125858E-01,1.578212E-01
170.50000,-45.40000,4.918334E-02,8.343676E-02,1.206458E-01,1.713504E-01
170.50000,-45.30000,5.254558E-02,8.924802E-02,1.292271E-01,1.851613E-01
170.50000,-45.20000,5.611736E-02,9.486249E-02,1.369986E-01,1.914108E-01
170.50000,-45.10000,5.949995E-02,9.979631E-02,1.423367E-01,1.943157E-01
170.50000,-45.00000,6.263687E-02,1.037649E-01,1.460055E-01,1.972135E-01
170.50000,-44.90000,6.556123E-02,1.074855E-01,1.503849E-01,2.045158E-01
170.50000,-44.80000,6.842814E-02,1.115559E-01,1.562840E-01,2.156930E-01
170.50000,-44.70000,7.133311E-02,1.156071E-01,1.610452E-01,2.210141E-01
170.50000,-44.60000,7.432742E-02,1.194019E-01,1.641216E-01,2.217349E-01
170.50000,-44.50000,7.748722E-02,1.237743E-01,1.686728E-01,2.258921E-01
170.50000,-44.40000,8.082823E-02,1.289521E-01,1.756387E-01,2.358806E-01
170.50000,-44.30000,8.459809E-02,1.354068E-01,1.840581E-01,2.461708E-01
170.50000,-44.20000,8.907523E-02,1.434304E-01,1.972672E-01,2.646098E-01
170.50000,-44.10000,9.388710E-02,1.516174E-01,2.095894E-01,2.786871E-01
170.50000,-44.00000,9.947340E-02,1.601751E-01,2.210111E-01,2.927739E-01
170.50000,-43.90000,1.057394E-01,1.691145E-01,2.316712E-01,3.087141E-01
170.50000,-43.80000,1.128135E-01,1.795220E-01,2.438555E-01,3.235229E-01
170.50000,-43.70000,1.202899E-01,1.898206E-01,2.524695E-01,3.277091E-01
170.50000,-43.60000,1.272004E-01,2.010436E-01,2.658297E-01,3.453639E-01
170.50000,-43.50000,1.333169E-01,2.159987E-01,2.899117E-01,3.780644E-01
170.50000,-43.40000,1.383626E-01,2.371863E-01,3.443559E-01,4.668929E-01
170.50000,-43.30000,1.398562E-01,2.729977E-01,4.845500E-01,7.658619E-01
170.50000,-43.20000,1.364761E-01,2.537369E-01,4.051100E-01,5.980198E-01
170.50000,-43.10000,1.291288E-01,2.205883E-01,3.149888E-01,4.248365E-01
170.50000,-43.00000,1.192454E-01,1.939265E-01,2.638462E-01,3.498254E-01
170.50000,-42.90000,1.086279E-01,1.723960E-01,2.327720E-01,3.007873E-01
170.60000,-46.00000,3.179839E-02,5.532577E-02,8.560600E-02,1.336093E-01
170.60000,-45.90000,3.410615E-02,5.979336E-02,9.166217E-02,1.382871E-01
170.60000,-45.80000,3.641482E-02,6.347430E-02,9.522563E-02,1.388824E-01
170.60000,-45.70000,3.876402E-02,6.677470E-02,9.821615E-02,1.401509E-01
170.60000,-45.60000,4.121270E-02,7.030028E-02,1.019730E-01,1.436424E-01
170.60000,-45.50000,4.389217E-02,7.457050E-02,1.075442E-01,1.507887E-01
170.60000,-45.40000,4.682200E-02,7.954871E-02,1.148381E-01,1.618397E-01
170.60000,-45.30000,4.994647E-02,8.486074E-02,1.223478E-01,1.726456E-01
170.60000,-45.20000,5.317652E-02,8.993191E-02,1.284084E-01,1.775481E-01
170.60000,-45.10000,5.633216E-02,9.401292E-02,1.331102E-01,1.806673E-01
170.60000,-45.00000,5.906732E-02,9.745815E-02,1.371807E-01,1.843966E-01
170.60000,-44.90000,6.161303E-02,1.007294E-01,1.412113E-01,1.907670E-01
170.60000,-44.80000,6.411158E-02,1.041077E-01,1.455394E-01,1.985143E-01
170.60000,-44.70000,6.670289E-02,1.075621E-01,1.492989E-01,2.023982E-01
170.60000,-44.60000,6.947285E-02,1.112894E-01,1.530515E-01,2.054543E-01
170.60000,-44.50000,7.253522E-02,1.159474E-01,1.589783E-01,2.140277E-01
170.60000,-44.40000,7.600687E-02,1.218065E-01,1.678687E-01,2.287897E-01
170.60000,-44.30000,8.013752E-02,1.293822E-01,1.791592E-01,2.452454E-01
170.60000,-44.20000,8.520241E-02,1.392139E-01,1.964482E-01,2.756161E-01
170.60000,-44.10000,9.111485E-02,1.491107E-01,2.119672E-01,3.034616E-01
170.60000,-44.00000,9.765746E-02,1.588175E-01,2.229973E-01,3.094868E-01
170.60000,-43.90000,1.051792E-01,1.695484E-01,2.340775E-01,3.144744E-01
170.60000,-43.80000,1.132785E-01,1.801884E-01,2.437249E-01,3.203509E-01
170.60000,-43.70000,1.218329E-01,1.918434E-01,2.554213E-01,3.331733E-01
170.60000,-43.60000,1.296984E-01,2.022732E-01,2.654696E-01,3.433897E-01
170.60000,-43.50000,1.367904E-01,2.155523E-01,2.836846E-01,3.661481E-01
170.60000,-43.40000,1.421832E-01,2.310154E-01,3.176189E-01,4.150521E-01
170.60000,-43.30000,1.466894E-01,2.628582E-01,4.020277E-01,5.802090E-01
170.60000,-43.20000,1.458011E-01,2.790020E-01,4.857264E-01,7.585863E-01
170.60000,-43.10000,1.397324E-01,2.423235E-01,3.580450E-01,5.009592E-01
170.60000,-43.00000,1.302909E-01,2.134450E-01,2.909478E-01,3.836069E-01
170.60000,-42.90000,1.190768E-01,1.888784E-01,2.526836E-01,3.298763E-01
170.60000,-42.80000,1.075990E-01,1.683861E-01,2.256978E-01,2.877181E-01
170.70000,-46.00000,2.956051E-02,5.041320E-02,7.649519E-02,1.165001E-01
170.70000,-45.90000,3.178293E-02,5.492355E-02,8.357263E-02,1.249529E-01
170.70000,-45.80000,3.404927E-02,5.897001E-02,8.870118E-02,1.287528E-01
170.70000,-45.70000,3.637921E-02,6.254788E-02,9.235161E-02,1.315742E-01
170.70000,-45.60000,3.881925E-02,6.622194E-02,9.642824E-02,1.362897E-01
170.70000,-45.50000,4.144236E-02,7.049210E-02,1.019701E-01,1.435671E-01
170.70000,-45.40000,4.424320E-02,7.520987E-02,1.085256E-01,1.524922E-01
170.70000,-45.30000,4.717095E-02,8.009334E-02,1.151034E-01,1.609716E-01
170.70000,-45.20000,5.009839E-02,8.462998E-02,1.203148E-01,1.660239E-01
170.70000,-45.10000,5.287949E-02,8.852123E-02,1.242966E-01,1.693795E-01
170.70000,-45.00000,5.547296E-02,9.148656E-02,1.278970E-01,1.730710E-01
170.70000,-44.90000,5.779915E-02,9.425214E-02,1.316257E-01,1.782321E-01
170.70000,-44.80000,6.000477E-02,9.705144E-02,1.352655E-01,1.832144E-01
170.70000,-44.70000,6.234051E-02,1.001020E-01,1.388800E-01,1.861830E-01
170.70000,-44.60000,6.492265E-02,1.037213E-01,1.429566E-01,1.905869E-01
170.70000,-44.50000,6.792045E-02,1.085562E-01,1.495742E-01,2.011355E-01
170.70000,-44.40000,7.148237E-02,1.147097E-01,1.586810E-01,2.163673E-01
170.70000,-44.30000,7.588564E-02,1.229674E-01,1.716094E-01,2.360448E-01
170.70000,-44.20000,8.134257E-02,1.335382E-01,1.912362E-01,2.736634E-01
170.70000,-44.10000,8.810218E-02,1.441070E-01,2.055318E-01,2.967876E-01
170.70000,-44.00000,9.551226E-02,1.553527E-01,2.191034E-01,3.110428E-01
170.70000,-43.90000,1.040458E-01,1.685340E-01,2.358921E-01,3.268905E-01
170.70000,-43.80000,1.133830E-01,1.822066E-01,2.511129E-01,3.405870E-01
170.70000,-43.70000,1.229787E-01,1.952225E-01,2.647236E-01,3.530809E-01
170.70000,-43.60000,1.317478E-01,2.042040E-01,2.676602E-01,3.460306E-01
170.70000,-43.50000,1.394090E-01,2.156099E-01,2.803345E-01,3.595193E-01
170.70000,-43.40000,1.453744E-01,2.288256E-01,3.052219E-01,3.924380E-01
170.70000,-43.30000,1.513415E-01,2.518525E-01,3.572332E-01,4.819505E-01
170.70000,-43.20000,1.542384E-01,2.891076E-01,4.952508E-01,7.749518E-01
170.70000,-43.10000,1.504125E-01,2.682397E-01,4.119732E-01,5.973678E-01
170.70000,-43.00000,1.422937E-01,2.342106E-01,3.273928E-01,4.322973E-01
170.70000,-42.90000,1.313975E-01,2.095520E-01,2.784142E-01,3.618583E-01
170.70000,-42.80000,1.185313E-01,1.854784E-01,2.459055E-01,3.162417E-01
170.70000,-42.70000,1.060575E-01,1.642927E-01,2.194069E-01,2.770546E-01
170.80000,-46.00000,2.737888E-02,4.547530E-02,6.693212E-02,9.827083E-02
170.80000,-45.90000,2.943266E-02,4.969701E-02,7.398033E-02,1.088056E-01
170.80000,-45.80000,3.158052E-02,5.379835E-02,7.996681E-02,1.160154E-01
170.80000,-45.70000,3.383042E-02,5.768037E-02,8.488283E-02,1.208500E-01
170.80000,-45.60000,3.624309E-02,6.160748E-02,9.008683E-02,1.270126E-01
170.80000,-45.50000,3.878572E-02,6.586852E-02,9.565859E-02,1.350670E-01
170.80000,-45.40000,4.147284E-02,7.043563E-02,1.018285E-01,1.435013E-01
170.80000,-45.30000,4.424580E-02,7.503811E-02,1.078490E-01,1.508827E-01
170.80000,-45.20000,4.693783E-02,7.913364E-02,1.126466E-01,1.560057E-01
170.80000,-45.10000,4.944207E-02,8.255476E-02,1.162650E-01,1.594720E-01
170.80000,-45.00000,5.173755E-02,8.544983E-02,1.193472E-01,1.626767E-01
170.80000,-44.90000,5.391679E-02,8.809624E-02,1.223994E-01,1.667059E-01
170.80000,-44.80000,5.612467E-02,9.055787E-02,1.253946E-01,1.704415E-01
170.80000,-44.70000,5.830150E-02,9.329366E-02,1.285178E-01,1.728399E-01
170.80000,-44.60000,6.072799E-02,9.671720E-02,1.329561E-01,1.775902E-01
170.80000,-44.50000,6.363403E-02,1.013686E-01,1.398778E-01,1.872789E-01
170.80000,-44.40000,6.722339E-02,1.074349E-01,1.483895E-01,2.002525E-01
170.80000,-44.30000,7.176568E-02,1.156194E-01,1.604943E-01,2.193469E-01
170.80000,-44.20000,7.751471E-02,1.261295E-01,1.774599E-01,2.466837E-01
170.80000,-44.10000,8.469744E-02,1.374264E-01,1.910381E-01,2.612687E-01
170.80000,-44.00000,9.306965E-02,1.499626E-01,2.081797E-01,2.829379E-01
170.80000,-43.90000,1.022671E-01,1.647750E-01,2.302545E-01,3.203277E-01
170.80000,-43.80000,1.125433E-01,1.813245E-01,2.548643E-01,3.588334E-01
170.80000,-43.70000,1.232912E-01,1.971649E-01,2.755039E-01,3.863347E-01
170.80000,-43.60000,1.330423E-01,2.057432E-01,2.708023E-01,3.514660E-01
170.80000,-43.50000,1.410834E-01,2.156938E-01,2.784389E-01,3.557663E-01
170.80000,-43.40000,1.479733E-01,2.280332E-01,2.986944E-01,3.804316E-01
170.80000,-43.30000,1.544911E-01,2.448203E-01,3.334065E-01,4.293272E-01
170.80000,-43.20000,1.607360E-01,2.788989E-01,4.155497E-01,5.912449E-01
170.80000,-43.10000,1.612621E-01,2.963350E-01,4.924771E-01,7.561383E-01
170.80000,-43.00000,1.554536E-01,2.620457E-01,3.738458E-01,5.139524E-01
170.80000,-42.90000,1.453205E-01,2.333127E-01,3.145483E-01,4.043573E-01
170.80000,-42.80000,1.318224E-01,2.077091E-01,2.723631E-01,3.512365E-01
170.80000,-42.70000,1.168195E-01,1.808874E-01,2.389799E-01,3.043296E-01
170.80000,-42.60000,1.042145E-01,1.594687E-01,2.112700E-01,2.663733E-01
170.90000,-46.00000,2.534400E-02,4.099283E-02,5.873153E-02,8.369754E-02
170.90000,-45.90000,2.718190E-02,4.465037E-02,6.465216E-02,9.290379E-02
170.90000,-45.80000,2.914243E-02,4.841615E-02,7.044894E-02,1.010532E-01
170.90000,-45.70000,3.124274E-02,5.226263E-02,7.584152E-02,1.077264E-01
170.90000,-45.60000,3.351882E-02,5.641953E-02,8.175129E-02,1.154834E-01
170.90000,-45.50000,3.599239E-02,6.068680E-02,8.828733E-02,1.241617E-01
170.90000,-45.40000,3.856136E-02,6.522249E-02,9.459526E-02,1.335468E-01
170.90000,-45.30000,4.119445E-02,6.968970E-02,1.005102E-01,1.415034E-01
170.90000,-45.20000,4.372523E-02,7.358804E-02,1.052047E-01,1.467447E-01
170.90000,-45.10000,4.605179E-02,7.676951E-02,1.086552E-01,1.502076E-01
170.90000,-45.00000,4.816221E-02,7.938068E-02,1.113561E-01,1.528746E-01
170.90000,-44.90000,5.015187E-02,8.171922E-02,1.138223E-01,1.555692E-01
170.90000,-44.80000,5.216463E-02,8.411612E-02,1.163970E-01,1.585521E-01
170.90000,-44.70000,5.437247E-02,8.688378E-02,1.192005E-01,1.612816E-01
170.90000,-44.60000,5.691051E-02,9.026871E-02,1.232288E-01,1.656014E-01
170.90000,-44.50000,5.972245E-02,9.465879E-02,1.296494E-01,1.738120E-01
170.90000,-44.40000,6.327996E-02,1.004889E-01,1.385158E-01,1.851180E-01
170.90000,-44.30000,6.785457E-02,1.082565E-01,1.492696E-01,2.007749E-01
