#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.11.0', start_date='2021-07-15T04:45:18', checksum=2366342461, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0010000,poe-0.0015656,poe-0.0024511,poe-0.0038375,poe-0.0060080,poe-0.0094062,poe-0.0147264,poe-0.0230557,poe-0.0360962,poe-0.0565124,poe-0.0884762,poe-0.1385189,poe-0.2168661,poe-0.3395269,poe-0.5315656,poe-0.8322225,poe-1.3029331,poe-2.0398806,poe-3.1936504,poe-5.0000000
168.70000,-44.00000,0.00000,8.745810E-01,8.260247E-01,7.597697E-01,6.721594E-01,5.619013E-01,4.344568E-01,3.050103E-01,1.931861E-01,1.111972E-01,5.894624E-02,2.911109E-02,1.357777E-02,6.112468E-03,2.627400E-03,9.721549E-04,2.656241E-04,4.557360E-05,1.798244E-06,0.000000E+00,0.000000E+00
168.70000,-43.90000,0.00000,8.704078E-01,8.187232E-01,7.480144E-01,6.546457E-01,5.383828E-01,4.071676E-01,2.785995E-01,1.720758E-01,9.702449E-02,5.071549E-02,2.482519E-02,1.137817E-02,4.760300E-03,1.684773E-03,4.479019E-04,7.759759E-05,5.066267E-06,2.145510E-08,0.000000E+00,0.000000E+00
168.70000,-43.80000,0.00000,8.655927E-01,8.104141E-01,7.346724E-01,6.348709E-01,5.122124E-01,3.775328E-01,2.507257E-01,1.503226E-01,8.261220E-02,4.235172E-02,2.040735E-02,9.090647E-03,3.534199E-03,1.090005E-03,2.397857E-04,3.179827E-05,1.721450E-06,1.575272E-08,0.000000E+00,0.000000E+00
168.80000,-46.80000,0.00000,7.529738E-01,6.590672E-01,5.424386E-01,4.099407E-01,2.758664E-01,1.611129E-01,8.125401E-02,3.605294E-02,1.458797E-02,5.626602E-03,2.122307E-03,7.675141E-04,2.477151E-04,6.594720E-05,1.336733E-05,1.910609E-06,1.578075E-07,1.422866E-09,0.000000E+00,0.000000E+00
168.80000,-46.70000,0.00000,7.695921E-01,6.798495E-01,5.663478E-01,4.351878E-01,2.993160E-01,1.791227E-01,9.230989E-02,4.152970E-02,1.683552E-02,6.424288E-03,2.378806E-03,8.438232E-04,2.679264E-04,6.996102E-05,1.401071E-05,1.973039E-06,1.640657E-07,1.484944E-09,0.000000E+00,0.000000E+00
168.80000,-46.60000,0.00000,7.850215E-01,6.995551E-01,5.894268E-01,4.600286E-01,3.230398E-01,1.980116E-01,1.043277E-01,4.765116E-02,1.939061E-02,7.332928E-03,2.670259E-03,9.311133E-04,2.912918E-04,7.475484E-05,1.471326E-05,2.038771E-06,1.705943E-07,1.549635E-09,0.000000E+00,0.000000E+00
168.80000,-46.50000,0.00000,7.992520E-01,7.181262E-01,6.115840E-01,4.843225E-01,3.468678E-01,2.176836E-01,1.173308E-01,5.448414E-02,2.229991E-02,8.368977E-03,3.000511E-03,1.031056E-03,3.190764E-04,8.065455E-05,1.553503E-05,2.105074E-06,1.770502E-07,1.613447E-09,0.000000E+00,0.000000E+00
168.80000,-46.40000,0.00000,8.122953E-01,7.355245E-01,6.327467E-01,5.079467E-01,3.706249E-01,2.380066E-01,1.313069E-01,6.208097E-02,2.560696E-02,9.548686E-03,3.372583E-03,1.146060E-03,3.541256E-04,8.931419E-05,1.689752E-05,2.169899E-06,1.833084E-07,1.675224E-09,0.000000E+00,0.000000E+00
168.80000,-46.30000,0.00000,8.242213E-01,7.517665E-01,6.528832E-01,5.308138E-01,3.941577E-01,2.588401E-01,1.462253E-01,7.048924E-02,2.935977E-02,1.089436E-02,3.789912E-03,1.279056E-03,4.026354E-04,1.055764E-04,2.058484E-05,2.616509E-06,1.893386E-07,1.734765E-09,0.000000E+00,0.000000E+00
168.80000,-46.20000,0.00000,8.348828E-01,7.666565E-01,6.718084E-01,5.527729E-01,4.173071E-01,2.800401E-01,1.620446E-01,7.975929E-02,3.362253E-02,1.244360E-02,4.260320E-03,1.432828E-03,4.783774E-04,1.496757E-04,4.028494E-05,8.370267E-06,1.161949E-06,2.345280E-08,0.000000E+00,0.000000E+00
168.80000,-46.10000,0.00000,8.446606E-01,7.805433E-01,6.897713E-01,5.739195E-01,4.399886E-01,3.014162E-01,1.786351E-01,8.988470E-02,3.843917E-02,1.423026E-02,4.785590E-03,1.578956E-03,5.433568E-04,2.020469E-04,8.310201E-05,3.467919E-05,1.188113E-05,2.773796E-06,3.433424E-07,0.000000E+00
168.80000,-46.00000,0.00000,8.534680E-01,7.932449E-01,7.065136E-01,5.940067E-01,4.619883E-01,3.227499E-01,1.958375E-01,1.008263E-01,4.384430E-02,1.629813E-02,5.393835E-03,1.727467E-03,5.874519E-04,2.238812E-04,9.129063E-05,3.421948E-05,9.714586E-06,1.710004E-06,1.146243E-07,0.000000E+00
168.80000,-45.90000,0.00000,8.608286E-01,8.042978E-01,7.217106E-01,6.128712E-01,4.831789E-01,3.438578E-01,2.134763E-01,1.125268E-01,4.987070E-02,1.869558E-02,6.114304E-03,1.877441E-03,5.822839E-04,1.794870E-04,4.808941E-05,9.672954E-06,1.175435E-06,1.773912E-08,0.000000E+00,0.000000E+00
168.80000,-45.80000,0.00000,8.671230E-01,8.140301E-01,7.355372E-01,6.305301E-01,5.034675E-01,3.645533E-01,2.313495E-01,1.248908E-01,5.653535E-02,2.147111E-02,6.978011E-03,2.047412E-03,5.652437E-04,1.393684E-04,2.612802E-05,3.004311E-06,1.983712E-07,1.819153E-09,0.000000E+00,0.000000E+00
168.80000,-45.70000,0.00000,8.725654E-01,8.225796E-01,7.480177E-01,6.469226E-01,5.227378E-01,3.846443E-01,2.492091E-01,1.377271E-01,6.376403E-02,2.462822E-02,8.019486E-03,2.289376E-03,5.969930E-04,1.383547E-04,2.480629E-05,2.804752E-06,2.041118E-07,1.862128E-09,0.000000E+00,0.000000E+00
168.80000,-45.60000,0.00000,8.774734E-01,8.301734E-01,7.592295E-01,6.620009E-01,5.408732E-01,4.039485E-01,2.668149E-01,1.508350E-01,7.147332E-02,2.817497E-02,9.281505E-03,2.637116E-03,6.831908E-04,1.644272E-04,3.340413E-05,4.930435E-06,4.228073E-07,2.128346E-09,0.000000E+00,0.000000E+00
168.80000,-45.50000,0.00000,8.811517E-01,8.363270E-01,7.689062E-01,6.756083E-01,5.577361E-01,4.222855E-01,2.839270E-01,1.639849E-01,7.953457E-02,3.208345E-02,1.077624E-02,3.092964E-03,8.100497E-04,2.078336E-04,5.201266E-05,1.153087E-05,1.942398E-06,1.321965E-07,0.000000E+00,0.000000E+00
168.80000,-45.40000,0.00000,8.842602E-01,8.415193E-01,7.772627E-01,6.877337E-01,5.731943E-01,4.394711E-01,3.003125E-01,1.769390E-01,8.778983E-02,3.629744E-02,1.250394E-02,3.665347E-03,9.739813E-04,2.603146E-04,7.874580E-05,2.624019E-05,7.692433E-06,1.493017E-06,1.199463E-07,0.000000E+00
168.80000,-45.30000,0.00000,8.865039E-01,8.455156E-01,7.841315E-01,6.982267E-01,5.870750E-01,4.553041E-01,3.157371E-01,1.894550E-01,9.605986E-02,4.073528E-02,1.445038E-02,4.363240E-03,1.179802E-03,3.107410E-04,9.187949E-05,3.166202E-05,1.050777E-05,2.480339E-06,3.245136E-07,2.677479E-09
168.80000,-45.20000,0.00000,8.884540E-01,8.487577E-01,7.897319E-01,7.070804E-01,5.992182E-01,4.695592E-01,3.299549E-01,2.012936E-01,1.041649E-01,4.530626E-02,1.659467E-02,5.201341E-03,1.451144E-03,3.794977E-04,1.021530E-04,2.958604E-05,8.475157E-06,1.758777E-06,1.828693E-07,0.000000E+00
168.80000,-45.10000,0.00000,8.895164E-01,8.508331E-01,7.938432E-01,7.141461E-01,6.094304E-01,4.819858E-01,3.427047E-01,2.122305E-01,1.119524E-01,4.993429E-02,1.890931E-02,6.181830E-03,1.813500E-03,4.959831E-04,1.288982E-04,3.109431E-05,6.566122E-06,1.021165E-06,6.989774E-08,0.000000E+00
168.80000,-45.00000,0.00000,8.900461E-01,8.520068E-01,7.965914E-01,7.193925E-01,6.175305E-01,4.923030E-01,3.536907E-01,2.220266E-01,1.192735E-01,5.455737E-02,2.137925E-02,7.285988E-03,2.244529E-03,6.657247E-04,1.992090E-04,5.753436E-05,1.382167E-05,2.200486E-06,1.465709E-07,0.000000E+00
168.80000,-44.90000,0.00000,8.902063E-01,8.524425E-01,7.980863E-01,7.228099E-01,6.233509E-01,5.002126E-01,3.625719E-01,2.303973E-01,1.259423E-01,5.907711E-02,2.397036E-02,8.492191E-03,2.655372E-03,7.278826E-04,1.644432E-04,2.772752E-05,2.691132E-06,2.323421E-08,0.000000E+00,0.000000E+00
168.80000,-44.80000,0.00000,8.898584E-01,8.520212E-01,7.982362E-01,7.242963E-01,6.267025E-01,5.054003E-01,3.689667E-01,2.370005E-01,1.317245E-01,6.336704E-02,2.663376E-02,9.818435E-03,3.147478E-03,8.486909E-04,1.778099E-04,2.635844E-05,2.009766E-06,1.491098E-08,0.000000E+00,0.000000E+00
168.80000,-44.70000,0.00000,8.894876E-01,8.512217E-01,7.973959E-01,7.239904E-01,6.274878E-01,5.075696E-01,3.724678E-01,2.414315E-01,1.363017E-01,6.721948E-02,2.925643E-02,1.121740E-02,3.703594E-03,1.009036E-03,2.121143E-04,3.166238E-05,2.791655E-06,1.881284E-08,0.000000E+00,0.000000E+00
168.80000,-44.60000,0.00000,8.884238E-01,8.494129E-01,7.951028E-01,7.216216E-01,6.254977E-01,5.064300E-01,3.726700E-01,2.432393E-01,1.392583E-01,7.030918E-02,3.163431E-02,1.260512E-02,4.305738E-03,1.201981E-03,2.597685E-04,4.053487E-05,4.289157E-06,9.261944E-08,0.000000E+00,0.000000E+00
168.80000,-44.50000,0.00000,8.870374E-01,8.469759E-01,7.916515E-01,7.173187E-01,6.206751E-01,5.017548E-01,3.692179E-01,2.419887E-01,1.401407E-01,7.222699E-02,3.348194E-02,1.386411E-02,4.946134E-03,1.441478E-03,3.281152E-04,5.498021E-05,7.240384E-06,4.520338E-07,0.000000E+00,0.000000E+00
168.80000,-44.40000,0.00000,8.851877E-01,8.437688E-01,7.869209E-01,7.109822E-01,6.129055E-01,4.933683E-01,3.618556E-01,2.373504E-01,1.385897E-01,7.266566E-02,3.458680E-02,1.486908E-02,5.561700E-03,1.685850E-03,3.806848E-04,5.695350E-05,4.893610E-06,8.434820E-08,0.000000E+00,0.000000E+00
168.80000,-44.30000,0.00000,8.829950E-01,8.398960E-01,7.809775E-01,7.026243E-01,6.021469E-01,4.811927E-01,3.504775E-01,2.291553E-01,1.343452E-01,7.132009E-02,3.465595E-02,1.540860E-02,6.095975E-03,1.995247E-03,4.847109E-04,7.598831E-05,4.191259E-06,3.139730E-08,0.000000E+00,0.000000E+00
168.80000,-44.20000,0.00000,8.804194E-01,8.353323E-01,7.738016E-01,6.922240E-01,5.883891E-01,4.652637E-01,3.351698E-01,2.174608E-01,1.273646E-01,6.807109E-02,3.356173E-02,1.541693E-02,6.651735E-03,2.625160E-03,8.580146E-04,2.019127E-04,2.836562E-05,4.405516E-07,0.000000E+00,0.000000E+00
168.80000,-44.10000,0.00000,8.774210E-01,8.300177E-01,7.653214E-01,6.797198E-01,5.716385E-01,4.457329E-01,3.162341E-01,2.025965E-01,1.178832E-01,6.302833E-02,3.129138E-02,1.469603E-02,6.914931E-03,3.535327E-03,1.892031E-03,8.868578E-04,3.087352E-04,7.077292E-05,8.281663E-06,0.000000E+00
168.80000,-44.00000,0.00000,8.740250E-01,8.239534E-01,7.555074E-01,6.650879E-01,5.519744E-01,4.228987E-01,2.941914E-01,1.851552E-01,1.064052E-01,5.656164E-02,2.809711E-02,1.327761E-02,6.243698E-03,3.011308E-03,1.356608E-03,4.765367E-04,1.116448E-04,1.357545E-05,0.000000E+00,0.000000E+00
168.80000,-43.90000,0.00000,8.701091E-01,8.170260E-01,7.442603E-01,6.482875E-01,5.295337E-01,3.972028E-01,2.697654E-01,1.659580E-01,9.366294E-02,4.920745E-02,2.429938E-02,1.136149E-02,5.006693E-03,1.963166E-03,6.061664E-04,1.276946E-04,1.407760E-05,2.124249E-08,0.000000E+00,0.000000E+00
168.80000,-43.80000,0.00000,8.655929E-01,8.091689E-01,7.315251E-01,6.293334E-01,5.045461E-01,3.692179E-01,2.438093E-01,1.459232E-01,8.045267E-02,4.154095E-02,2.024731E-02,9.227117E-03,3.751009E-03,1.237049E-03,2.944780E-04,4.327055E-05,1.748646E-06,1.579103E-08,0.000000E+00,0.000000E+00
168.80000,-43.70000,0.00000,8.604178E-01,8.002467E-01,7.171455E-01,6.081908E-01,4.772887E-01,3.396165E-01,2.172418E-01,1.259731E-01,6.753896E-02,3.411393E-02,1.631419E-02,7.194144E-03,2.721111E-03,7.990953E-04,1.650002E-04,1.952183E-05,1.274708E-06,1.168572E-08,0.000000E+00,0.000000E+00
168.89999,-46.80000,0.00000,7.438016E-01,6.465839E-01,5.274591E-01,3.940955E-01,2.615101E-01,1.504562E-01,7.494915E-02,3.308896E-02,1.349278E-02,5.317896E-03,2.058192E-03,7.577650E-04,2.462526E-04,6.579651E-05,1.335423E-05,1.920611E-06,1.589136E-07,1.433794E-09,0.000000E+00,0.000000E+00
168.89999,-46.70000,0.00000,7.607251E-01,6.674834E-01,5.511789E-01,4.187577E-01,2.839728E-01,1.673192E-01,8.507745E-02,3.802203E-02,1.550133E-02,6.039038E-03,2.298270E-03,8.317453E-04,2.663555E-04,6.978551E-05,1.399071E-05,1.985819E-06,1.654494E-07,1.498611E-09,0.000000E+00,0.000000E+00
168.89999,-46.60000,0.00000,7.765088E-01,6.873869E-01,5.741656E-01,4.431130E-01,3.067737E-01,1.850395E-01,9.607699E-02,4.350697E-02,1.775642E-02,6.841128E-03,2.561695E-03,9.132337E-04,2.886228E-04,7.428103E-05,1.465760E-05,2.052230E-06,1.721258E-07,1.564810E-09,0.000000E+00,0.000000E+00
168.89999,-46.50000,0.00000,7.911118E-01,7.062122E-01,5.963147E-01,4.670164E-01,3.297462E-01,2.035268E-01,1.079685E-01,4.960345E-02,2.029903E-02,7.737539E-03,2.850202E-03,1.002692E-03,3.138591E-04,7.963709E-05,1.538601E-05,2.115907E-06,1.784781E-07,1.627767E-09,0.000000E+00,0.000000E+00
168.89999,-46.40000,0.00000,8.045570E-01,7.239277E-01,6.175568E-01,4.903505E-01,3.527302E-01,2.226693E-01,1.207489E-01,5.635970E-02,2.316707E-02,8.741151E-03,3.166072E-03,1.102647E-03,3.448497E-04,8.709732E-05,1.651695E-05,2.174668E-06,1.843131E-07,1.685625E-09,0.000000E+00,0.000000E+00
168.89999,-46.30000,0.00000,8.169033E-01,7.405457E-01,6.378657E-01,5.130388E-01,3.755944E-01,2.423633E-01,1.344152E-01,6.383074E-02,2.640820E-02,9.873684E-03,3.514796E-03,1.217299E-03,3.876102E-04,1.007005E-04,1.932283E-05,2.427692E-06,1.895717E-07,1.737880E-09,0.000000E+00,0.000000E+00
168.89999,-46.20000,0.00000,8.279313E-01,7.558029E-01,6.570059E-01,5.348980E-01,3.981583E-01,2.624454E-01,1.489052E-01,7.204408E-02,3.006849E-02,1.116370E-02,3.901957E-03,1.347692E-03,4.490750E-04,1.296233E-04,2.890665E-05,4.346310E-06,3.394376E-07,1.782373E-09,0.000000E+00,0.000000E+00
168.89999,-46.10000,0.00000,8.385890E-01,7.705682E-01,6.755803E-01,5.561886E-01,4.203977E-01,2.827650E-01,1.641189E-01,8.099490E-02,3.417863E-02,1.263405E-02,4.326233E-03,1.482378E-03,5.312563E-04,1.937531E-04,6.586718E-05,1.813086E-05,3.427339E-06,2.823024E-07,0.000000E+00,0.000000E+00
168.89999,-46.00000,0.00000,8.473625E-01,7.833322E-01,6.924317E-01,5.762637E-01,4.419983E-01,3.031152E-01,1.799282E-01,9.066135E-02,3.877370E-02,1.432088E-02,4.797218E-03,1.589908E-03,5.674878E-04,2.275116E-04,9.690032E-05,3.706640E-05,1.067574E-05,1.940162E-06,1.597230E-07,0.000000E+00
168.89999,-45.90000,0.00000,8.550637E-01,7.948164E-01,7.080253E-01,5.953019E-01,4.629238E-01,3.233438E-01,1.962049E-01,1.010313E-01,4.391088E-02,1.627957E-02,5.350516E-03,1.686172E-03,5.432403E-04,1.760626E-04,5.226255E-05,1.278817E-05,2.201333E-06,1.736392E-07,0.000000E+00,0.000000E+00
168.89999,-45.80000,0.00000,8.618146E-01,8.050734E-01,7.223302E-01,6.132233E-01,4.830543E-01,3.432679E-01,2.127519E-01,1.119888E-01,4.956644E-02,1.852763E-02,6.005650E-03,1.792676E-03,5.104787E-04,1.303783E-04,2.551455E-05,3.221153E-06,2.214648E-07,1.756647E-09,0.000000E+00,0.000000E+00
168.89999,-45.70000,0.00000,8.674955E-01,8.140132E-01,7.352602E-01,6.299311E-01,5.022707E-01,3.627143E-01,2.293738E-01,1.234117E-01,5.571761E-02,2.109309E-02,6.801337E-03,1.953051E-03,5.161618E-04,1.205186E-04,2.141319E-05,2.373823E-06,1.857432E-07,1.694845E-09,0.000000E+00,0.000000E+00
168.89999,-45.60000,0.00000,8.727633E-01,8.220966E-01,7.470000E-01,6.454040E-01,5.204569E-01,3.815103E-01,2.458646E-01,1.351468E-01,6.231416E-02,2.399598E-02,7.779488E-03,2.197985E-03,5.652914E-04,1.311268E-04,2.414978E-05,2.986027E-06,2.029584E-07,1.807883E-09,0.000000E+00,0.000000E+00
168.89999,-45.50000,0.00000,8.768724E-01,8.287850E-01,7.572435E-01,6.594652E-01,5.374680E-01,3.994820E-01,2.620173E-01,1.470221E-01,6.928209E-02,2.724444E-02,8.977324E-03,2.551189E-03,6.594460E-04,1.578715E-04,3.194013E-05,4.683110E-06,3.803456E-07,2.154737E-09,0.000000E+00,0.000000E+00
168.89999,-45.40000,0.00000,8.801230E-01,8.342932E-01,7.660649E-01,6.720522E-01,5.531602E-01,4.164492E-01,2.776240E-01,1.588473E-01,7.650854E-02,3.080454E-02,1.039839E-02,3.019702E-03,8.015619E-04,2.057565E-04,5.046755E-05,1.057848E-05,1.640483E-06,9.135002E-08,0.000000E+00,0.000000E+00
168.89999,-45.30000,0.00000,8.830003E-01,8.389637E-01,7.735919E-01,6.831034E-01,5.673680E-01,4.322093E-01,2.924663E-01,1.704171E-01,8.385395E-02,3.461772E-02,1.203419E-02,3.606755E-03,9.877527E-04,2.682982E-04,8.019577E-05,2.565207E-05,7.220232E-06,1.342182E-06,9.423404E-08,0.000000E+00
168.89999,-45.20000,0.00000,8.848888E-01,8.423684E-01,7.795892E-01,6.924568E-01,5.799018E-01,4.465383E-01,3.063143E-01,1.815301E-01,9.118497E-02,3.862619E-02,1.387734E-02,4.327638E-03,1.229709E-03,3.365236E-04,9.913965E-05,3.277940E-05,1.065381E-05,2.495125E-06,3.223287E-07,6.058252E-10
168.89999,-45.10000,0.00000,8.861765E-01,8.447942E-01,7.841839E-01,7.000666E-01,5.905758E-01,4.591812E-01,3.189150E-01,1.919869E-01,9.838267E-02,4.277997E-02,1.590878E-02,5.184074E-03,1.564496E-03,4.649829E-04,1.420811E-04,4.259783E-05,1.138271E-05,2.223638E-06,2.496862E-07,0.000000E+00
168.89999,-45.00000,0.00000,8.870203E-01,8.463998E-01,7.874748E-01,7.059032E-01,5.992087E-01,4.698547E-01,3.299767E-01,2.015666E-01,1.053279E-01,4.704616E-02,1.813030E-02,6.146766E-03,1.923949E-03,6.048179E-04,2.062669E-04,6.979531E-05,1.919870E-05,3.437955E-06,2.409563E-07,0.000000E+00
168.89999,-44.90000,0.00000,8.873442E-01,8.471063E-01,7.893824E-01,7.098520E-01,6.055918E-01,4.782494E-01,3.391622E-01,2.100016E-01,1.118655E-01,5.136555E-02,2.055475E-02,7.263500E-03,2.317178E-03,6.866214E-04,1.954131E-04,5.337522E-05,1.258910E-05,2.109737E-06,1.796387E-07,0.000000E+00
168.89999,-44.80000,0.00000,8.876346E-01,8.474085E-01,7.902776E-01,7.120506E-01,6.096101E-01,4.840584E-01,3.460897E-01,2.169555E-01,1.177649E-01,5.560302E-02,2.311002E-02,8.520665E-03,2.806216E-03,8.273534E-04,2.132637E-04,4.553310E-05,6.920176E-06,4.525185E-07,0.000000E+00,0.000000E+00
168.89999,-44.70000,0.00000,8.871283E-01,8.465959E-01,7.896390E-01,7.121845E-01,6.110139E-01,4.869576E-01,3.503515E-01,2.220306E-01,1.227235E-01,5.957337E-02,2.569585E-02,9.833088E-03,3.271570E-03,9.067169E-04,1.941756E-04,2.943579E-05,2.304279E-06,1.635214E-08,0.000000E+00,0.000000E+00
168.89999,-44.60000,0.00000,8.863373E-01,8.451667E-01,7.878394E-01,7.104149E-01,6.097345E-01,4.866758E-01,3.515407E-01,2.247762E-01,1.263354E-01,6.296898E-02,2.812411E-02,1.114172E-02,3.767843E-03,1.025921E-03,2.088694E-04,2.892296E-05,2.286799E-06,2.017163E-08,0.000000E+00,0.000000E+00
168.89999,-44.50000,0.00000,8.851146E-01,8.429857E-01,7.847707E-01,7.066484E-01,6.056363E-01,4.829719E-01,3.492955E-01,2.247432E-01,1.281293E-01,6.537700E-02,3.013684E-02,1.239038E-02,4.349599E-03,1.224346E-03,2.574559E-04,3.585629E-05,3.097377E-06,2.386036E-08,0.000000E+00,0.000000E+00
168.89999,-44.40000,0.00000,8.835256E-01,8.401302E-01,7.804954E-01,7.008969E-01,5.986503E-01,4.756800E-01,3.433527E-01,2.215833E-01,1.277278E-01,6.647906E-02,3.151737E-02,1.344331E-02,4.924637E-03,1.437993E-03,3.072925E-04,4.148908E-05,3.183920E-06,2.687398E-08,0.000000E+00,0.000000E+00
168.89999,-44.30000,0.00000,8.815548E-01,8.365751E-01,7.749872E-01,6.931295E-01,5.887268E-01,4.647226E-01,3.335895E-01,2.150856E-01,1.248262E-01,6.594206E-02,3.197260E-02,1.410850E-02,5.437872E-03,1.689886E-03,3.819206E-04,5.426769E-05,3.105620E-06,2.867639E-08,0.000000E+00,0.000000E+00
168.89999,-44.20000,0.00000,8.792230E-01,8.323516E-01,7.682664E-01,6.833470E-01,5.758670E-01,4.501345E-01,3.200646E-01,2.052521E-01,1.193183E-01,6.359988E-02,3.133904E-02,1.428824E-02,5.932293E-03,2.116309E-03,5.819318E-04,1.074639E-04,9.245635E-06,2.889092E-08,0.000000E+00,0.000000E+00
168.89999,-44.10000,0.00000,8.765032E-01,8.274123E-01,7.602746E-01,6.715046E-01,5.600929E-01,4.320670E-01,3.030421E-01,1.923432E-01,1.113691E-01,5.951943E-02,2.962150E-02,1.394367E-02,6.464744E-03,3.032172E-03,1.317439E-03,4.469769E-04,1.017889E-04,1.185844E-05,0.000000E+00,0.000000E+00
168.89999,-44.00000,0.00000,8.733534E-01,8.217098E-01,7.509578E-01,6.575729E-01,5.414857E-01,4.108055E-01,2.829939E-01,1.768723E-01,1.014016E-01,5.398750E-02,2.693274E-02,1.285123E-02,6.246008E-03,3.321455E-03,1.806069E-03,8.276874E-04,2.717240E-04,5.649052E-05,5.059349E-06,0.000000E+00
168.89999,-43.90000,0.00000,8.697977E-01,8.152649E-01,7.403188E-01,6.415780E-01,5.202128E-01,3.867777E-01,2.605805E-01,1.595659E-01,9.005267E-02,4.748427E-02,2.361282E-02,1.123981E-02,5.230946E-03,2.314823E-03,8.615844E-04,2.307344E-04,3.775583E-05,1.249922E-06,0.000000E+00,0.000000E+00
168.89999,-43.80000,0.00000,8.655514E-01,8.078053E-01,7.281384E-01,6.234348E-01,4.964554E-01,3.605134E-01,2.365867E-01,1.412636E-01,7.805281E-02,4.053144E-02,1.995046E-02,9.301875E-03,3.982150E-03,1.432532E-03,3.816930E-04,6.503511E-05,3.586399E-06,1.562345E-08,0.000000E+00,0.000000E+00
168.89999,-43.70000,0.00000,8.607512E-01,7.993947E-01,7.144340E-01,6.032230E-01,4.705284E-01,3.326537E-01,2.118640E-01,1.228252E-01,6.612523E-02,3.365229E-02,1.629321E-02,7.362855E-03,2.906533E-03,9.027480E-04,1.973938E-04,2.527829E-05,1.285978E-06,1.178206E-08,0.000000E+00,0.000000E+00
169.00000,-46.80000,0.00000,7.339790E-01,6.335400E-01,5.121486E-01,3.782237E-01,2.474349E-01,1.402564E-01,6.905635E-02,3.037312E-02,1.250556E-02,5.044684E-03,2.003429E-03,7.494278E-04,2.445890E-04,6.542748E-05,1.332610E-05,1.921951E-06,1.592079E-07,1.437085E-09,0.000000E+00,0.000000E+00
169.00000,-46.70000,0.00000,7.512145E-01,6.545389E-01,5.356452E-01,4.022653E-01,2.688987E-01,1.560089E-01,7.832642E-02,3.482553E-02,1.431358E-02,5.707985E-03,2.234872E-03,8.241872E-04,2.653662E-04,6.947447E-05,1.391472E-05,1.988735E-06,1.658141E-07,1.502254E-09,0.000000E+00,0.000000E+00
169.00000,-46.60000,0.00000,7.673447E-01,6.746081E-01,5.584939E-01,4.260883E-01,2.907507E-01,1.725854E-01,8.837593E-02,3.974275E-02,1.631304E-02,6.424712E-03,2.478626E-03,9.026307E-04,2.872928E-04,7.383669E-05,1.454668E-05,2.054259E-06,1.724139E-07,1.567724E-09,0.000000E+00,0.000000E+00
169.00000,-46.50000,0.00000,7.823212E-01,6.936616E-01,5.805900E-01,4.495518E-01,3.128349E-01,1.899058E-01,9.922507E-02,4.517840E-02,1.854029E-02,7.205612E-03,2.733651E-03,9.834251E-04,3.102282E-04,7.862544E-05,1.518607E-05,2.115054E-06,1.785120E-07,1.628219E-09,0.000000E+00,0.000000E+00
169.00000,-46.40000,0.00000,7.962471E-01,7.117564E-01,6.019395E-01,4.725851E-01,3.350233E-01,2.078863E-01,1.108842E-01,5.118080E-02,2.102998E-02,8.062234E-03,3.002054E-03,1.068890E-03,3.365660E-04,8.480095E-05,1.606406E-05,2.168539E-06,1.838551E-07,1.681279E-09,0.000000E+00,0.000000E+00
169.00000,-46.30000,0.00000,8.089153E-01,7.286246E-01,6.222958E-01,4.949960E-01,3.571533E-01,2.264279E-01,1.233549E-01,5.780162E-02,2.382679E-02,9.015979E-03,3.291829E-03,1.165473E-03,3.721703E-04,9.521684E-05,1.796257E-05,2.258086E-06,1.883565E-07,1.726123E-09,0.000000E+00,0.000000E+00
169.00000,-46.20000,0.00000,8.204442E-01,7.443209E-01,6.416518E-01,5.167121E-01,3.790789E-01,2.453786E-01,1.365736E-01,6.505212E-02,2.695923E-02,1.008559E-02,3.607668E-03,1.275700E-03,4.239645E-04,1.162823E-04,2.347289E-05,2.958104E-06,1.918300E-07,1.760993E-09,0.000000E+00,0.000000E+00
169.00000,-46.10000,0.00000,8.314623E-01,7.594945E-01,6.605131E-01,5.379747E-01,4.007896E-01,2.646143E-01,1.504622E-01,7.293214E-02,3.045522E-02,1.129232E-02,3.948838E-03,1.390270E-03,4.938099E-04,1.604503E-04,4.203575E-05,7.682644E-06,7.286400E-07,1.780916E-09,0.000000E+00,0.000000E+00
169.00000,-46.00000,0.00000,8.406598E-01,7.727122E-01,6.776968E-01,5.580892E-01,4.219525E-01,2.839513E-01,1.649367E-01,8.145604E-02,3.436623E-02,1.267373E-02,4.318595E-03,1.476483E-03,5.342109E-04,2.015510E-04,7.512872E-05,2.496027E-05,6.447653E-06,1.075890E-06,8.650208E-08,0.000000E+00
169.00000,-45.90000,0.00000,8.487197E-01,7.846299E-01,6.936601E-01,5.772470E-01,4.425432E-01,3.032495E-01,1.798738E-01,9.058975E-02,3.871485E-02,1.426122E-02,4.739073E-03,1.536836E-03,5.120236E-04,1.733323E-04,5.764863E-05,1.735012E-05,3.997421E-06,5.421593E-07,4.561705E-09,0.000000E+00
