#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.11.0', start_date='2021-07-15T04:45:18', checksum=2366342461, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0010000,poe-0.0015656,poe-0.0024511,poe-0.0038375,poe-0.0060080,poe-0.0094062,poe-0.0147264,poe-0.0230557,poe-0.0360962,poe-0.0565124,poe-0.0884762,poe-0.1385189,poe-0.2168661,poe-0.3395269,poe-0.5315656,poe-0.8322225,poe-1.3029331,poe-2.0398806,poe-3.1936504,poe-5.0000000
166.60001,-46.00000,0.00000,8.776866E-01,8.548659E-01,8.225467E-01,7.759592E-01,7.085639E-01,6.141801E-01,4.925097E-01,3.553479E-01,2.252565E-01,1.235231E-01,5.816681E-02,2.343293E-02,8.146411E-03,2.532472E-03,7.266662E-04,1.905469E-04,4.180254E-05,5.339199E-06,1.820206E-07,0.000000E+00
166.60001,-45.90000,0.00000,8.818844E-01,8.606761E-01,8.304426E-01,7.866235E-01,7.228825E-01,6.327268E-01,5.143571E-01,3.773273E-01,2.434468E-01,1.358171E-01,6.500316E-02,2.657267E-02,9.336693E-03,2.931433E-03,8.585691E-04,2.363722E-04,5.595241E-05,8.745181E-06,4.099878E-07,0.000000E+00
166.60001,-45.80000,0.00000,8.854620E-01,8.655192E-01,8.369085E-01,7.953331E-01,7.348167E-01,6.488433E-01,5.344086E-01,3.987246E-01,2.622276E-01,1.493709E-01,7.320054E-02,3.074410E-02,1.107432E-02,3.530324E-03,1.043330E-03,2.939551E-04,7.414108E-05,1.343000E-05,8.662627E-07,0.000000E+00
166.60001,-45.70000,0.00000,8.884246E-01,8.694287E-01,8.420198E-01,8.021916E-01,7.444244E-01,6.623935E-01,5.521771E-01,4.187209E-01,2.806657E-01,1.633742E-01,8.235326E-02,3.605783E-02,1.372041E-02,4.599225E-03,1.404390E-03,4.039220E-04,1.092993E-04,2.326689E-05,2.163684E-06,0.000000E+00
166.60001,-45.60000,0.00000,8.907971E-01,8.724579E-01,8.458675E-01,8.073127E-01,7.517688E-01,6.732261E-01,5.670965E-01,4.362972E-01,2.975114E-01,1.765565E-01,9.132641E-02,4.188520E-02,1.737415E-02,6.570194E-03,2.242222E-03,6.894935E-04,1.896059E-04,4.407787E-05,6.339000E-06,1.301341E-08
166.60001,-45.50000,0.00000,8.926278E-01,8.746682E-01,8.485413E-01,8.108051E-01,7.569069E-01,6.811824E-01,5.785774E-01,4.503534E-01,3.114020E-01,1.876185E-01,9.883901E-02,4.678645E-02,2.082583E-02,8.977908E-03,3.618371E-03,1.284830E-03,3.814288E-04,9.362661E-05,1.704036E-05,9.283198E-07
166.60001,-45.40000,0.00000,8.939397E-01,8.761026E-01,8.501139E-01,8.127580E-01,7.598773E-01,6.861056E-01,5.860688E-01,4.598401E-01,3.209777E-01,1.953314E-01,1.041404E-01,5.039509E-02,2.373176E-02,1.159482E-02,5.643549E-03,2.459055E-03,8.815184E-04,2.431176E-04,5.097130E-05,6.106484E-06
166.60001,-45.30000,0.00000,8.947403E-01,8.767895E-01,8.506374E-01,8.132312E-01,7.606884E-01,6.878374E-01,5.891017E-01,4.638895E-01,3.251191E-01,1.986866E-01,1.065619E-01,5.222905E-02,2.531307E-02,1.319147E-02,7.140281E-03,3.499996E-03,1.399817E-03,4.339643E-04,1.002735E-04,1.699946E-05
166.70000,-46.70000,0.00000,8.275640E-01,7.834274E-01,7.233742E-01,6.431573E-01,5.409408E-01,4.221511E-01,3.009922E-01,1.944394E-01,1.134483E-01,5.950981E-02,2.774185E-02,1.130191E-02,3.944731E-03,1.143780E-03,2.621048E-04,4.342145E-05,4.350117E-06,1.868843E-08,0.000000E+00,0.000000E+00
166.70000,-46.60000,0.00000,8.378872E-01,7.978786E-01,7.430465E-01,6.688030E-01,5.718926E-01,4.552073E-01,3.310604E-01,2.172475E-01,1.278400E-01,6.714495E-02,3.120862E-02,1.269469E-02,4.460066E-03,1.316874E-03,3.095981E-04,5.305336E-05,5.297887E-06,9.245189E-08,0.000000E+00,0.000000E+00
166.70000,-46.50000,0.00000,8.471344E-01,8.109356E-01,7.609745E-01,6.924133E-01,6.008228E-01,4.867684E-01,3.604622E-01,2.400134E-01,1.423504E-01,7.480627E-02,3.461320E-02,1.401928E-02,4.957317E-03,1.512219E-03,3.801494E-04,7.205511E-05,8.285998E-06,2.196717E-07,0.000000E+00,0.000000E+00
166.70000,-46.40000,0.00000,8.554339E-01,8.226871E-01,7.771801E-01,7.139171E-01,6.275536E-01,5.165973E-01,3.890294E-01,2.627296E-01,1.570833E-01,8.258966E-02,3.799467E-02,1.526643E-02,5.408272E-03,1.723689E-03,4.996035E-04,1.269930E-04,2.467306E-05,2.941121E-06,3.347878E-08,0.000000E+00
166.70000,-46.30000,0.00000,8.627375E-01,8.330979E-01,7.916269E-01,7.332475E-01,6.519546E-01,5.445309E-01,4.166876E-01,2.855159E-01,1.723247E-01,9.080464E-02,4.158175E-02,1.653855E-02,5.766436E-03,1.776407E-03,4.707254E-04,9.942684E-05,1.401712E-05,7.872268E-07,0.000000E+00,0.000000E+00
166.70000,-46.20000,0.00000,8.691689E-01,8.422652E-01,8.043647E-01,7.503962E-01,6.739525E-01,5.704604E-01,4.434148E-01,3.085611E-01,1.884639E-01,9.986648E-02,4.566623E-02,1.800178E-02,6.168108E-03,1.852007E-03,4.788645E-04,1.010413E-04,1.518241E-05,1.240362E-06,0.000000E+00,0.000000E+00
166.70000,-46.10000,0.00000,8.747954E-01,8.502517E-01,8.154395E-01,7.653803E-01,6.935127E-01,5.942964E-01,4.691641E-01,3.320045E-01,2.058631E-01,1.102211E-01,5.059399E-02,1.986158E-02,6.732871E-03,2.013367E-03,5.336796E-04,1.210959E-04,2.133197E-05,2.071851E-06,0.000000E+00,0.000000E+00
166.70000,-46.00000,0.00000,8.796751E-01,8.571210E-01,8.249137E-01,7.782484E-01,7.106346E-01,6.159466E-01,4.937974E-01,3.558144E-01,2.247055E-01,1.222366E-01,5.674582E-02,2.237940E-02,7.571375E-03,2.271512E-03,6.190792E-04,1.506930E-04,2.973591E-05,3.212472E-06,1.480247E-08,0.000000E+00
166.70000,-45.90000,0.00000,8.838800E-01,8.629540E-01,8.328747E-01,7.890804E-01,7.253451E-01,6.353040E-01,5.170469E-01,3.796985E-01,2.448524E-01,1.360271E-01,6.439403E-02,2.579060E-02,8.794403E-03,2.654355E-03,7.354563E-04,1.883634E-04,4.052120E-05,5.009281E-06,1.609421E-07,0.000000E+00
166.70000,-45.80000,0.00000,8.874244E-01,8.677900E-01,8.393961E-01,7.979697E-01,7.376908E-01,6.522391E-01,5.385020E-01,4.030471E-01,2.657210E-01,1.512738E-01,7.358904E-02,3.033043E-02,1.058832E-02,3.243434E-03,9.128870E-04,2.433254E-04,5.738230E-05,9.038952E-06,4.542106E-07,0.000000E+00
166.70000,-45.70000,0.00000,8.903526E-01,8.716943E-01,8.445740E-01,8.050297E-01,7.477323E-01,6.666065E-01,5.576351E-01,4.249476E-01,2.862303E-01,1.669910E-01,8.378262E-02,3.600262E-02,1.321272E-02,4.232911E-03,1.236827E-03,3.422526E-04,8.891169E-05,1.760182E-05,1.350504E-06,0.000000E+00
166.70000,-45.60000,0.00000,8.927024E-01,8.747286E-01,8.485038E-01,8.103771E-01,7.555353E-01,6.782525E-01,5.738609E-01,4.443264E-01,3.050483E-01,1.818013E-01,9.371876E-02,4.201501E-02,1.650208E-02,5.786214E-03,1.856843E-03,5.547133E-04,1.511908E-04,3.400597E-05,4.015260E-06,0.000000E+00
166.70000,-45.50000,0.00000,8.945065E-01,8.769474E-01,8.512735E-01,8.141212E-01,7.611589E-01,6.870224E-01,5.865850E-01,4.600568E-01,3.207689E-01,1.944207E-01,1.023512E-01,4.754812E-02,1.998079E-02,7.855641E-03,2.955641E-03,1.055163E-03,3.311324E-04,8.264468E-05,1.345579E-05,4.047281E-07
166.70000,-45.40000,0.00000,8.957964E-01,8.783978E-01,8.529578E-01,8.163524E-01,7.646443E-01,6.927664E-01,5.952669E-01,4.710812E-01,3.319920E-01,2.035292E-01,1.087238E-01,5.206947E-02,2.345170E-02,1.040107E-02,4.485474E-03,1.778918E-03,6.067737E-04,1.652431E-04,3.241834E-05,3.035663E-06
166.70000,-45.30000,0.00000,8.965802E-01,8.791100E-01,8.536103E-01,8.171309E-01,7.660024E-01,6.953363E-01,5.994532E-01,4.765427E-01,3.375777E-01,2.080542E-01,1.119627E-01,5.472399E-02,2.616382E-02,1.324664E-02,6.941019E-03,3.340126E-03,1.339132E-03,4.193195E-04,9.861973E-05,1.383013E-05
166.70000,-45.20000,0.00000,8.968732E-01,8.791104E-01,8.532649E-01,8.164808E-01,7.652067E-01,6.945890E-01,5.988082E-01,4.758773E-01,3.368344E-01,2.073775E-01,1.114747E-01,5.436871E-02,2.585216E-02,1.292840E-02,6.609802E-03,3.049639E-03,1.146502E-03,3.294823E-04,6.717614E-05,7.308061E-06
166.70000,-45.10000,0.00000,8.967006E-01,8.784247E-01,8.519366E-01,8.143872E-01,7.621883E-01,6.903827E-01,5.931194E-01,4.688453E-01,3.295757E-01,2.014451E-01,1.074116E-01,5.140148E-02,2.306550E-02,1.011606E-02,4.332174E-03,1.744230E-03,6.090299E-04,1.634385E-04,2.771189E-05,2.053694E-06
166.80000,-46.70000,0.00000,8.291538E-01,7.848594E-01,7.243270E-01,6.431556E-01,5.393386E-01,4.183855E-01,2.951794E-01,1.876806E-01,1.072683E-01,5.495928E-02,2.502851E-02,9.995223E-03,3.430912E-03,9.786813E-04,2.188025E-04,3.459103E-05,3.214468E-06,1.634408E-08,0.000000E+00,0.000000E+00
166.80000,-46.60000,0.00000,8.395261E-01,7.994097E-01,7.441427E-01,6.689760E-01,5.704785E-01,4.515844E-01,3.252366E-01,2.102703E-01,1.213190E-01,6.227736E-02,2.828431E-02,1.127404E-02,3.887719E-03,1.123934E-03,2.563881E-04,4.169242E-05,4.016246E-06,2.726120E-08,0.000000E+00,0.000000E+00
166.80000,-46.50000,0.00000,8.488748E-01,8.125981E-01,7.622251E-01,6.927682E-01,5.996429E-01,4.834293E-01,3.548824E-01,2.331225E-01,1.357435E-01,6.977794E-02,3.155219E-02,1.251521E-02,4.329176E-03,1.274000E-03,2.990341E-04,5.034766E-05,4.792154E-06,2.059968E-08,0.000000E+00,0.000000E+00
166.80000,-46.40000,0.00000,8.571556E-01,8.243840E-01,7.785240E-01,7.144330E-01,6.266415E-01,5.136715E-01,3.839460E-01,2.562536E-01,1.506944E-01,7.760979E-02,3.491036E-02,1.374103E-02,4.771424E-03,1.466176E-03,3.858871E-04,8.001424E-05,1.104814E-05,5.047586E-07,0.000000E+00,0.000000E+00
166.80000,-46.30000,0.00000,8.644831E-01,8.348540E-01,7.930714E-01,7.339301E-01,6.513466E-01,5.421358E-01,4.123428E-01,2.797945E-01,1.664919E-01,8.611882E-02,3.860470E-02,1.505498E-02,5.193782E-03,1.623134E-03,4.586284E-04,1.102133E-04,1.929025E-05,1.854757E-06,0.000000E+00,0.000000E+00
166.80000,-46.20000,0.00000,8.709318E-01,8.440694E-01,8.058999E-01,7.512476E-01,6.736810E-01,5.686946E-01,4.400196E-01,3.039117E-01,1.835193E-01,9.571467E-02,4.291131E-02,1.657668E-02,5.593940E-03,1.665344E-03,4.248474E-04,8.554006E-05,1.124955E-05,6.325943E-07,0.000000E+00,0.000000E+00
166.80000,-46.10000,0.00000,8.765662E-01,8.520926E-01,8.170583E-01,7.664065E-01,6.936066E-01,5.932350E-01,4.668827E-01,3.286961E-01,2.021130E-01,1.068446E-01,4.819237E-02,1.853587E-02,6.154515E-03,1.794226E-03,4.554913E-04,9.541943E-05,1.432848E-05,1.148365E-06,0.000000E+00,0.000000E+00
166.80000,-46.00000,0.00000,8.814822E-01,8.590161E-01,8.266276E-01,7.794647E-01,7.111208E-01,6.156403E-01,4.927412E-01,3.540563E-01,2.224261E-01,1.198808E-01,5.483570E-02,2.119540E-02,7.000003E-03,2.033073E-03,5.268290E-04,1.181332E-04,2.045464E-05,1.948698E-06,0.000000E+00,0.000000E+00
166.80000,-45.90000,0.00000,8.856542E-01,8.648515E-01,8.346604E-01,7.904918E-01,7.262453E-01,6.357816E-01,5.172718E-01,3.796251E-01,2.442653E-01,1.349294E-01,6.313498E-02,2.481113E-02,8.248858E-03,2.407824E-03,6.344792E-04,1.508340E-04,2.909571E-05,3.070573E-06,0.000000E+00,0.000000E+00
166.80000,-45.80000,0.00000,8.891730E-01,8.696953E-01,8.412632E-01,7.995948E-01,7.390275E-01,6.535125E-01,5.400114E-01,4.046880E-01,2.669045E-01,1.515383E-01,7.306677E-02,2.959368E-02,1.008536E-02,3.008092E-03,8.180146E-04,2.083127E-04,4.603994E-05,6.211402E-06,2.474322E-07,0.000000E+00
166.80000,-45.70000,0.00000,8.920853E-01,8.736137E-01,8.465328E-01,8.068880E-01,7.495272E-01,6.686789E-01,5.604026E-01,4.282756E-01,2.891820E-01,1.685988E-01,8.388276E-02,3.528038E-02,1.252650E-02,3.884880E-03,1.104007E-03,2.974361E-04,7.333556E-05,1.314360E-05,8.865821E-07,0.000000E+00
166.80000,-45.60000,0.00000,8.944119E-01,8.766605E-01,8.505621E-01,8.124880E-01,7.578106E-01,6.811244E-01,5.778450E-01,4.492807E-01,3.097616E-01,1.848805E-01,9.471329E-02,4.153084E-02,1.563525E-02,5.213582E-03,1.600349E-03,4.609395E-04,1.194267E-04,2.505728E-05,2.441271E-06,0.000000E+00
166.80000,-45.50000,0.00000,8.961931E-01,8.788936E-01,8.534406E-01,8.165044E-01,7.639375E-01,6.906979E-01,5.917450E-01,4.665526E-01,3.271526E-01,1.989123E-01,1.042855E-01,4.744233E-02,1.895466E-02,6.894480E-03,2.369703E-03,7.699054E-04,2.243693E-04,5.102226E-05,7.528515E-06,4.663521E-08
166.80000,-45.40000,0.00000,8.974609E-01,8.803620E-01,8.552440E-01,8.190271E-01,7.679500E-01,6.972560E-01,6.015738E-01,4.790362E-01,3.399440E-01,2.093676E-01,1.116331E-01,5.255453E-02,2.253141E-02,9.195874E-03,3.650936E-03,1.367503E-03,4.474976E-04,1.162891E-04,1.976193E-05,1.171558E-06
166.80000,-45.30000,0.00000,8.982266E-01,8.810990E-01,8.560272E-01,8.201164E-01,7.698610E-01,7.006614E-01,6.068980E-01,4.858942E-01,3.469880E-01,2.151094E-01,1.156787E-01,5.563978E-02,2.523810E-02,1.143079E-02,5.154654E-03,2.162789E-03,7.772486E-04,2.211825E-04,4.442711E-05,3.572910E-06
166.80000,-45.20000,0.00000,8.985244E-01,8.811454E-01,8.558325E-01,8.197991E-01,7.696465E-01,7.007809E-01,6.074011E-01,4.865722E-01,3.475650E-01,2.154765E-01,1.159874E-01,5.624748E-02,2.634843E-02,1.282093E-02,6.377340E-03,2.935744E-03,1.145278E-03,3.591100E-04,8.614086E-05,1.307850E-05
166.80000,-45.10000,0.00000,8.983372E-01,8.804971E-01,8.546591E-01,8.180545E-01,7.672386E-01,6.974812E-01,6.028849E-01,4.808367E-01,3.414726E-01,2.103879E-01,1.125500E-01,5.414407E-02,2.506853E-02,1.198200E-02,5.801682E-03,2.584365E-03,9.671726E-04,2.843926E-04,6.092928E-05,7.864725E-06
